sensor00001,1,100.000000,0.000000,0.000000
sensor00002,1,99.999980,0.062838,0.000000
sensor00003,1,99.999921,0.125676,0.000000
sensor00004,1,99.999822,0.188514,0.000000
sensor00005,1,99.999684,0.251352,0.000000
sensor00006,1,99.999506,0.314190,0.000000
sensor00007,1,99.999289,0.377028,0.000000
sensor00008,1,99.999033,0.439866,0.000000
sensor00009,1,99.998736,0.502703,0.000000
sensor00010,1,99.998401,0.565540,0.000000
sensor00011,1,99.998026,0.628377,0.000000
sensor00012,1,99.997611,0.691214,0.000000
sensor00013,1,99.997157,0.754050,0.000000
sensor00014,1,99.996663,0.816887,0.000000
sensor00015,1,99.996130,0.879723,0.000000
sensor00016,1,99.995558,0.942558,0.000000
sensor00017,1,99.994946,1.005393,0.000000
sensor00018,1,99.994294,1.068228,0.000000
sensor00019,1,99.993603,1.131062,0.000000
sensor00020,1,99.992873,1.193896,0.000000
sensor00021,1,99.992103,1.256730,0.000000
sensor00022,1,99.991293,1.319563,0.000000
sensor00023,1,99.990444,1.382395,0.000000
sensor00024,1,99.989556,1.445227,0.000000
sensor00025,1,99.988628,1.508058,0.000000
sensor00026,1,99.987661,1.570889,0.000000
sensor00027,1,99.986654,1.633719,0.000000
sensor00028,1,99.985608,1.696548,0.000000
sensor00029,1,99.984522,1.759377,0.000000
sensor00030,1,99.983396,1.822205,0.000000
sensor00031,1,99.982232,1.885032,0.000000
sensor00032,1,99.981027,1.947859,0.000000
sensor00033,1,99.979784,2.010685,0.000000
sensor00034,1,99.978500,2.073510,0.000000
sensor00035,1,99.977178,2.136334,0.000000
sensor00036,1,99.975816,2.199157,0.000000
sensor00037,1,99.974414,2.261980,0.000000
sensor00038,1,99.972973,2.324802,0.000000
sensor00039,1,99.971492,2.387622,0.000000
sensor00040,1,99.969972,2.450442,0.000000
sensor00041,1,99.968413,2.513261,0.000000
sensor00042,1,99.966814,2.576079,0.000000
sensor00043,1,99.965175,2.638895,0.000000
sensor00044,1,99.963497,2.701711,0.000000
sensor00045,1,99.961780,2.764526,0.000000
sensor00046,1,99.960023,2.827339,0.000000
sensor00047,1,99.958226,2.890152,0.000000
sensor00048,1,99.956391,2.952963,0.000000
sensor00049,1,99.954515,3.015773,0.000000
sensor00050,1,99.952600,3.078582,0.000000
sensor00051,1,99.950646,3.141390,0.000000
sensor00052,1,99.948652,3.204196,0.000000
sensor00053,1,99.946619,3.267002,0.000000
sensor00054,1,99.944547,3.329806,0.000000
sensor00055,1,99.942434,3.392608,0.000000
sensor00056,1,99.940283,3.455410,0.000000
sensor00057,1,99.938092,3.518209,0.000000
sensor00058,1,99.935861,3.581008,0.000000
sensor00059,1,99.933591,3.643805,0.000000
sensor00060,1,99.931282,3.706601,0.000000
sensor00061,1,99.928933,3.769395,0.000000
sensor00062,1,99.926545,3.832188,0.000000
sensor00063,1,99.924117,3.894979,0.000000
sensor00064,1,99.921650,3.957769,0.000000
sensor00065,1,99.919143,4.020557,0.000000
sensor00066,1,99.916597,4.083343,0.000000
sensor00067,1,99.914011,4.146128,0.000000
sensor00068,1,99.911386,4.208912,0.000000
sensor00069,1,99.908722,4.271693,0.000000
sensor00070,1,99.906018,4.334473,0.000000
sensor00071,1,99.903274,4.397251,0.000000
sensor00072,1,99.900491,4.460028,0.000000
sensor00073,1,99.897669,4.522802,0.000000
sensor00074,1,99.894807,4.585575,0.000000
sensor00075,1,99.891906,4.648347,0.000000
sensor00076,1,99.888965,4.711116,0.000000
sensor00077,1,99.885985,4.773883,0.000000
sensor00078,1,99.882966,4.836649,0.000000
sensor00079,1,99.879907,4.899412,0.000000
sensor00080,1,99.876808,4.962174,0.000000
sensor00081,1,99.873670,5.024934,0.000000
sensor00082,1,99.870493,5.087692,0.000000
sensor00083,1,99.867276,5.150447,0.000000
sensor00084,1,99.864020,5.213201,0.000000
sensor00085,1,99.860725,5.275953,0.000000
sensor00086,1,99.857390,5.338702,0.000000
sensor00087,1,99.854015,5.401450,0.000000
sensor00088,1,99.850601,5.464195,0.000000
sensor00089,1,99.847148,5.526938,0.000000
sensor00090,1,99.843655,5.589679,0.000000
sensor00091,1,99.840123,5.652418,0.000000
sensor00092,1,99.836551,5.715155,0.000000
sensor00093,1,99.832940,5.777889,0.000000
sensor00094,1,99.829290,5.840621,0.000000
sensor00095,1,99.825600,5.903351,0.000000
sensor00096,1,99.821871,5.966078,0.000000
sensor00097,1,99.818102,6.028803,0.000000
sensor00098,1,99.814294,6.091526,0.000000
sensor00099,1,99.810447,6.154246,0.000000
sensor00100,1,99.806560,6.216964,0.000000
sensor00101,1,99.802633,6.279679,0.000000
sensor00102,1,99.798668,6.342392,0.000000
sensor00103,1,99.794663,6.405102,0.000000
sensor00104,1,99.790618,6.467810,0.000000
sensor00105,1,99.786534,6.530515,0.000000
sensor00106,1,99.782411,6.593218,0.000000
sensor00107,1,99.778248,6.655918,0.000000
sensor00108,1,99.774046,6.718616,0.000000
sensor00109,1,99.769804,6.781311,0.000000
sensor00110,1,99.765523,6.844003,0.000000
sensor00111,1,99.761203,6.906692,0.000000
sensor00112,1,99.756843,6.969379,0.000000
sensor00113,1,99.752444,7.032063,0.000000
sensor00114,1,99.748006,7.094744,0.000000
sensor00115,1,99.743528,7.157422,0.000000
sensor00116,1,99.739010,7.220098,0.000000
sensor00117,1,99.734454,7.282771,0.000000
sensor00118,1,99.729858,7.345440,0.000000
sensor00119,1,99.725222,7.408107,0.000000
sensor00120,1,99.720547,7.470771,0.000000
sensor00121,1,99.715833,7.533432,0.000000
sensor00122,1,99.711080,7.596091,0.000000
sensor00123,1,99.706287,7.658746,0.000000
sensor00124,1,99.701454,7.721398,0.000000
sensor00125,1,99.696583,7.784047,0.000000
sensor00126,1,99.691672,7.846693,0.000000
sensor00127,1,99.686721,7.909335,0.000000
sensor00128,1,99.681732,7.971975,0.000000
sensor00129,1,99.676702,8.034612,0.000000
sensor00130,1,99.671634,8.097245,0.000000
sensor00131,1,99.666526,8.159875,0.000000
sensor00132,1,99.661379,8.222502,0.000000
sensor00133,1,99.656192,8.285126,0.000000
sensor00134,1,99.650967,8.347746,0.000000
sensor00135,1,99.645701,8.410364,0.000000
sensor00136,1,99.640397,8.472977,0.000000
sensor00137,1,99.635053,8.535588,0.000000
sensor00138,1,99.629669,8.598195,0.000000
sensor00139,1,99.624247,8.660799,0.000000
sensor00140,1,99.618785,8.723399,0.000000
sensor00141,1,99.613284,8.785996,0.000000
sensor00142,1,99.607743,8.848589,0.000000
sensor00143,1,99.602163,8.911179,0.000000
sensor00144,1,99.596544,8.973766,0.000000
sensor00145,1,99.590885,9.036348,0.000000
sensor00146,1,99.585187,9.098928,0.000000
sensor00147,1,99.579450,9.161503,0.000000
sensor00148,1,99.573673,9.224075,0.000000
sensor00149,1,99.567857,9.286644,0.000000
sensor00150,1,99.562002,9.349209,0.000000
sensor00151,1,99.556108,9.411770,0.000000
sensor00152,1,99.550174,9.474327,0.000000
sensor00153,1,99.544201,9.536881,0.000000
sensor00154,1,99.538188,9.599430,0.000000
sensor00155,1,99.532137,9.661977,0.000000
sensor00156,1,99.526046,9.724519,0.000000
sensor00157,1,99.519915,9.787057,0.000000
sensor00158,1,99.513746,9.849592,0.000000
sensor00159,1,99.507537,9.912122,0.000000
sensor00160,1,99.501288,9.974649,0.000000
sensor00161,1,99.495001,10.037172,0.000000
sensor00162,1,99.488674,10.099691,0.000000
sensor00163,1,99.482308,10.162205,0.000000
sensor00164,1,99.475902,10.224716,0.000000
sensor00165,1,99.469458,10.287223,0.000000
sensor00166,1,99.462974,10.349726,0.000000
sensor00167,1,99.456451,10.412224,0.000000
sensor00168,1,99.449888,10.474719,0.000000
sensor00169,1,99.443286,10.537209,0.000000
sensor00170,1,99.436645,10.599696,0.000000
sensor00171,1,99.429965,10.662178,0.000000
sensor00172,1,99.423246,10.724655,0.000000
sensor00173,1,99.416487,10.787129,0.000000
sensor00174,1,99.409689,10.849598,0.000000
sensor00175,1,99.402851,10.912063,0.000000
sensor00176,1,99.395975,10.974524,0.000000
sensor00177,1,99.389059,11.036981,0.000000
sensor00178,1,99.382104,11.099433,0.000000
sensor00179,1,99.375110,11.161880,0.000000
sensor00180,1,99.368076,11.224324,0.000000
sensor00181,1,99.361003,11.286762,0.000000
sensor00182,1,99.353891,11.349197,0.000000
sensor00183,1,99.346740,11.411627,0.000000
sensor00184,1,99.339550,11.474052,0.000000
sensor00185,1,99.332320,11.536473,0.000000
sensor00186,1,99.325051,11.598889,0.000000
sensor00187,1,99.317743,11.661301,0.000000
sensor00188,1,99.310396,11.723708,0.000000
sensor00189,1,99.303009,11.786110,0.000000
sensor00190,1,99.295583,11.848508,0.000000
sensor00191,1,99.288118,11.910901,0.000000
sensor00192,1,99.280614,11.973290,0.000000
sensor00193,1,99.273071,12.035674,0.000000
sensor00194,1,99.265488,12.098053,0.000000
sensor00195,1,99.257866,12.160427,0.000000
sensor00196,1,99.250205,12.222796,0.000000
sensor00197,1,99.242505,12.285161,0.000000
sensor00198,1,99.234766,12.347520,0.000000
sensor00199,1,99.226987,12.409875,0.000000
sensor00200,1,99.219170,12.472225,0.000000
sensor00201,1,99.211313,12.534570,0.000000
sensor00202,1,99.203417,12.596910,0.000000
sensor00203,1,99.195481,12.659245,0.000000
sensor00204,1,99.187507,12.721575,0.000000
sensor00205,1,99.179493,12.783901,0.000000
sensor00206,1,99.171441,12.846221,0.000000
sensor00207,1,99.163349,12.908535,0.000000
sensor00208,1,99.155218,12.970845,0.000000
sensor00209,1,99.147047,13.033150,0.000000
sensor00210,1,99.138838,13.095450,0.000000
sensor00211,1,99.130589,13.157744,0.000000
sensor00212,1,99.122302,13.220033,0.000000
sensor00213,1,99.113975,13.282317,0.000000
sensor00214,1,99.105609,13.344596,0.000000
sensor00215,1,99.097204,13.406869,0.000000
sensor00216,1,99.088760,13.469138,0.000000
sensor00217,1,99.080277,13.531401,0.000000
sensor00218,1,99.071754,13.593658,0.000000
sensor00219,1,99.063193,13.655910,0.000000
sensor00220,1,99.054592,13.718157,0.000000
sensor00221,1,99.045952,13.780398,0.000000
sensor00222,1,99.037273,13.842634,0.000000
sensor00223,1,99.028555,13.904865,0.000000
sensor00224,1,99.019798,13.967090,0.000000
sensor00225,1,99.011002,14.029309,0.000000
sensor00226,1,99.002167,14.091523,0.000000
sensor00227,1,98.993292,14.153731,0.000000
sensor00228,1,98.984379,14.215934,0.000000
sensor00229,1,98.975426,14.278131,0.000000
sensor00230,1,98.966434,14.340323,0.000000
sensor00231,1,98.957404,14.402508,0.000000
sensor00232,1,98.948334,14.464689,0.000000
sensor00233,1,98.939225,14.526863,0.000000
sensor00234,1,98.930077,14.589032,0.000000
sensor00235,1,98.920890,14.651195,0.000000
sensor00236,1,98.911664,14.713352,0.000000
sensor00237,1,98.902399,14.775503,0.000000
sensor00238,1,98.893095,14.837649,0.000000
sensor00239,1,98.883751,14.899788,0.000000
sensor00240,1,98.874369,14.961922,0.000000
sensor00241,1,98.864948,15.024050,0.000000
sensor00242,1,98.855488,15.086172,0.000000
sensor00243,1,98.845988,15.148288,0.000000
sensor00244,1,98.836450,15.210398,0.000000
sensor00245,1,98.826872,15.272502,0.000000
sensor00246,1,98.817256,15.334600,0.000000
sensor00247,1,98.807600,15.396692,0.000000
sensor00248,1,98.797906,15.458777,0.000000
sensor00249,1,98.788172,15.520857,0.000000
sensor00250,1,98.778400,15.582931,0.000000
sensor00251,1,98.768588,15.644998,0.000000
sensor00252,1,98.758738,15.707059,0.000000
sensor00253,1,98.748848,15.769114,0.000000
sensor00254,1,98.738920,15.831163,0.000000
sensor00255,1,98.728952,15.893206,0.000000
sensor00256,1,98.718946,15.955242,0.000000
sensor00257,1,98.708900,16.017272,0.000000
sensor00258,1,98.698816,16.079296,0.000000
sensor00259,1,98.688692,16.141313,0.000000
sensor00260,1,98.678530,16.203324,0.000000
sensor00261,1,98.668329,16.265329,0.000000
sensor00262,1,98.658088,16.327327,0.000000
sensor00263,1,98.647809,16.389318,0.000000
sensor00264,1,98.637491,16.451304,0.000000
sensor00265,1,98.627134,16.513282,0.000000
sensor00266,1,98.616738,16.575254,0.000000
sensor00267,1,98.606303,16.637220,0.000000
sensor00268,1,98.595829,16.699179,0.000000
sensor00269,1,98.585316,16.761132,0.000000
sensor00270,1,98.574764,16.823078,0.000000
sensor00271,1,98.564173,16.885017,0.000000
sensor00272,1,98.553543,16.946949,0.000000
sensor00273,1,98.542875,17.008875,0.000000
sensor00274,1,98.532167,17.070794,0.000000
sensor00275,1,98.521421,17.132707,0.000000
sensor00276,1,98.510635,17.194612,0.000000
sensor00277,1,98.499811,17.256511,0.000000
sensor00278,1,98.488948,17.318403,0.000000
sensor00279,1,98.478046,17.380288,0.000000
sensor00280,1,98.467105,17.442167,0.000000
sensor00281,1,98.456125,17.504038,0.000000
sensor00282,1,98.445107,17.565903,0.000000
sensor00283,1,98.434049,17.627760,0.000000
sensor00284,1,98.422953,17.689611,0.000000
sensor00285,1,98.411818,17.751455,0.000000
sensor00286,1,98.400644,17.813291,0.000000
sensor00287,1,98.389431,17.875121,0.000000
sensor00288,1,98.378179,17.936943,0.000000
sensor00289,1,98.366888,17.998759,0.000000
sensor00290,1,98.355559,18.060567,0.000000
sensor00291,1,98.344190,18.122368,0.000000
sensor00292,1,98.332783,18.184163,0.000000
sensor00293,1,98.321337,18.245949,0.000000
sensor00294,1,98.309852,18.307729,0.000000
sensor00295,1,98.298329,18.369502,0.000000
sensor00296,1,98.286766,18.431267,0.000000
sensor00297,1,98.275165,18.493025,0.000000
sensor00298,1,98.263525,18.554775,0.000000
sensor00299,1,98.251846,18.616519,0.000000
sensor00300,1,98.240128,18.678255,0.000000
sensor00301,1,98.228372,18.739983,0.000000
sensor00302,1,98.216577,18.801704,0.000000
sensor00303,1,98.204743,18.863418,0.000000
sensor00304,1,98.192870,18.925124,0.000000
sensor00305,1,98.180958,18.986823,0.000000
sensor00306,1,98.169008,19.048515,0.000000
sensor00307,1,98.157019,19.110198,0.000000
sensor00308,1,98.144991,19.171875,0.000000
sensor00309,1,98.132924,19.233543,0.000000
sensor00310,1,98.120819,19.295204,0.000000
sensor00311,1,98.108675,19.356858,0.000000
sensor00312,1,98.096492,19.418504,0.000000
sensor00313,1,98.084270,19.480142,0.000000
sensor00314,1,98.072010,19.541772,0.000000
sensor00315,1,98.059711,19.603395,0.000000
sensor00316,1,98.047373,19.665010,0.000000
sensor00317,1,98.034997,19.726617,0.000000
sensor00318,1,98.022581,19.788217,0.000000
sensor00319,1,98.010128,19.849809,0.000000
sensor00320,1,97.997635,19.911392,0.000000
sensor00321,1,97.985104,19.972968,0.000000
sensor00322,1,97.972534,20.034536,0.000000
sensor00323,1,97.959925,20.096097,0.000000
sensor00324,1,97.947278,20.157649,0.000000
sensor00325,1,97.934592,20.219193,0.000000
sensor00326,1,97.921867,20.280729,0.000000
sensor00327,1,97.909104,20.342258,0.000000
sensor00328,1,97.896302,20.403778,0.000000
sensor00329,1,97.883461,20.465290,0.000000
sensor00330,1,97.870581,20.526794,0.000000
sensor00331,1,97.857664,20.588290,0.000000
sensor00332,1,97.844707,20.649778,0.000000
sensor00333,1,97.831712,20.711258,0.000000
sensor00334,1,97.818678,20.772729,0.000000
sensor00335,1,97.805605,20.834193,0.000000
sensor00336,1,97.792494,20.895648,0.000000
sensor00337,1,97.779344,20.957095,0.000000
sensor00338,1,97.766156,21.018533,0.000000
sensor00339,1,97.752929,21.079963,0.000000
sensor00340,1,97.739664,21.141385,0.000000
sensor00341,1,97.726359,21.202799,0.000000
sensor00342,1,97.713017,21.264204,0.000000
sensor00343,1,97.699635,21.325601,0.000000
sensor00344,1,97.686215,21.386989,0.000000
sensor00345,1,97.672757,21.448369,0.000000
sensor00346,1,97.659260,21.509741,0.000000
sensor00347,1,97.645724,21.571104,0.000000
sensor00348,1,97.632150,21.632458,0.000000
sensor00349,1,97.618537,21.693804,0.000000
sensor00350,1,97.604886,21.755142,0.000000
sensor00351,1,97.591196,21.816471,0.000000
sensor00352,1,97.577468,21.877791,0.000000
sensor00353,1,97.563701,21.939102,0.000000
sensor00354,1,97.549896,22.000405,0.000000
sensor00355,1,97.536052,22.061699,0.000000
sensor00356,1,97.522170,22.122985,0.000000
sensor00357,1,97.508249,22.184262,0.000000
sensor00358,1,97.494289,22.245529,0.000000
sensor00359,1,97.480291,22.306789,0.000000
sensor00360,1,97.466255,22.368039,0.000000
sensor00361,1,97.452180,22.429281,0.000000
sensor00362,1,97.438067,22.490513,0.000000
sensor00363,1,97.423915,22.551737,0.000000
sensor00364,1,97.409724,22.612952,0.000000
sensor00365,1,97.395496,22.674158,0.000000
sensor00366,1,97.381228,22.735355,0.000000
sensor00367,1,97.366923,22.796543,0.000000
sensor00368,1,97.352578,22.857722,0.000000
sensor00369,1,97.338196,22.918892,0.000000
sensor00370,1,97.323775,22.980053,0.000000
sensor00371,1,97.309315,23.041205,0.000000
sensor00372,1,97.294818,23.102348,0.000000
sensor00373,1,97.280281,23.163482,0.000000
sensor00374,1,97.265707,23.224606,0.000000
sensor00375,1,97.251093,23.285722,0.000000
sensor00376,1,97.236442,23.346828,0.000000
sensor00377,1,97.221752,23.407925,0.000000
sensor00378,1,97.207024,23.469012,0.000000
sensor00379,1,97.192257,23.530091,0.000000
sensor00380,1,97.177452,23.591160,0.000000
sensor00381,1,97.162609,23.652220,0.000000
sensor00382,1,97.147727,23.713270,0.000000
sensor00383,1,97.132807,23.774311,0.000000
sensor00384,1,97.117848,23.835343,0.000000
sensor00385,1,97.102851,23.896366,0.000000
sensor00386,1,97.087816,23.957378,0.000000
sensor00387,1,97.072742,24.018382,0.000000
sensor00388,1,97.057631,24.079376,0.000000
sensor00389,1,97.042480,24.140360,0.000000
sensor00390,1,97.027292,24.201335,0.000000
sensor00391,1,97.012065,24.262301,0.000000
sensor00392,1,96.996800,24.323256,0.000000
sensor00393,1,96.981497,24.384203,0.000000
sensor00394,1,96.966155,24.445139,0.000000
sensor00395,1,96.950775,24.506066,0.000000
sensor00396,1,96.935356,24.566983,0.000000
sensor00397,1,96.919900,24.627891,0.000000
sensor00398,1,96.904405,24.688788,0.000000
sensor00399,1,96.888872,24.749677,0.000000
sensor00400,1,96.873301,24.810555,0.000000
sensor00401,1,96.857691,24.871423,0.000000
sensor00402,1,96.842043,24.932282,0.000000
sensor00403,1,96.826357,24.993131,0.000000
sensor00404,1,96.810633,25.053970,0.000000
sensor00405,1,96.794870,25.114799,0.000000
sensor00406,1,96.779069,25.175618,0.000000
sensor00407,1,96.763230,25.236427,0.000000
sensor00408,1,96.747353,25.297226,0.000000
sensor00409,1,96.731438,25.358015,0.000000
